Tournament,Stage,Match Type,Match Name,Team,Action,Map,Year
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,BBL Esports,pick,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Natus Vincere,pick,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,BBL Esports,ban,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Natus Vincere,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,pick,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,FNATIC,ban,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,ban,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,pick,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,FUT Esports,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Team Vitality,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,pick,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,ban,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Team Liquid,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,FNATIC,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,ban,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,pick,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,BBL Esports,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,FUT Esports,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Natus Vincere,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Team Liquid,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,ban,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,pick,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,FNATIC,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Team Heretics,ban,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,ban,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,pick,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,BBL Esports,ban,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Team Liquid,ban,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,ban,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Ascent,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Lotus,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,ban,Pearl,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,ban,Haven,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,pick,Split,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Team Heretics,pick,Icebox,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,FNATIC,pick,Fracture,2025
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Team Heretics,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Global Esports,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,T1,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,DRX,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Paper Rex,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Team Secret,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,BOOM Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Gen.G,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ZETA DIVISION,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Team Secret,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,T1,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Paper Rex,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DRX,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,TALON,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,Rex Regum Qeon,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Global Esports,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,BOOM Esports,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Paper Rex,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,BOOM Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,DRX,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Global Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,T1,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Team Secret,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Team Secret,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,DRX,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,BOOM Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,ban,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,pick,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,pick,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,ban,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,pick,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,pick,Lotus,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,ban,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,ban,Ascent,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,ban,Pearl,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,ban,Fracture,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,pick,Icebox,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,pick,Haven,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,ban,Split,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,ban,Ascent,2025
