Tournament,Stage,Match Type,Match Name,Team,Action,Map,Year
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Giants Gaming vs Team Vitality,Team Vitality,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Giants Gaming vs Team Vitality,Giants Gaming,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Opportunists vs KLATWA,Opportunists,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Opportunists vs KLATWA,KLATWA,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Opportunists vs KLATWA,KLATWA,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Opportunists vs KLATWA,Opportunists,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,CE Calling vs HEET,CE Calling,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,CE Calling vs HEET,HEET,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,CE Calling vs HEET,HEET,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,CE Calling vs HEET,CE Calling,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Acend vs Illuminar Gaming,Acend,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Acend vs Illuminar Gaming,Illuminar Gaming,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Acend vs Illuminar Gaming,Illuminar Gaming,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Acend vs Illuminar Gaming,Acend,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,FNATIC vs SAW,FNATIC,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,FNATIC vs SAW,SAW,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,FNATIC vs SAW,SAW,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,FNATIC vs SAW,FNATIC,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),G2 Esports vs Team Vitality,G2 Esports,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),G2 Esports vs Team Vitality,Team Vitality,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),G2 Esports vs Team Vitality,Team Vitality,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),G2 Esports vs Team Vitality,G2 Esports,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Ninjas in Pyjamas vs Team Liquid,Ninjas in Pyjamas,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Ninjas in Pyjamas vs Team Liquid,Team Liquid,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Ninjas in Pyjamas vs Team Liquid,Team Liquid,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Ninjas in Pyjamas vs Team Liquid,Ninjas in Pyjamas,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Opportunists vs CE Calling,Opportunists,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Opportunists vs CE Calling,CE Calling,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Opportunists vs CE Calling,CE Calling,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Opportunists vs CE Calling,Opportunists,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Acend vs Team Vitality,Acend,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Acend vs Team Vitality,Team Vitality,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Acend vs Team Vitality,Team Vitality,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Acend vs Team Vitality,Acend,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,G2 Esports vs FNATIC,G2 Esports,ban,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,G2 Esports vs FNATIC,FNATIC,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,G2 Esports vs FNATIC,FNATIC,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,G2 Esports vs FNATIC,G2 Esports,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team Liquid vs CE Calling,Team Liquid,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team Liquid vs CE Calling,CE Calling,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team Liquid vs CE Calling,CE Calling,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team Liquid vs CE Calling,Team Liquid,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team BDS vs Ninjas in Pyjamas,Team BDS,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team BDS vs Ninjas in Pyjamas,Ninjas in Pyjamas,ban,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team BDS vs Ninjas in Pyjamas,Ninjas in Pyjamas,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Quarterfinals,Team BDS vs Ninjas in Pyjamas,Team BDS,pick,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team Vitality vs FNATIC,Team Vitality,ban,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team Vitality vs FNATIC,FNATIC,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team Vitality vs FNATIC,FNATIC,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team Vitality vs FNATIC,Team Vitality,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team BDS vs Team Liquid,Team BDS,ban,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team BDS vs Team Liquid,Team Liquid,ban,Split,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team BDS vs Team Liquid,Team Liquid,pick,Haven,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Semifinals,Team BDS vs Team Liquid,Team BDS,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,FNATIC vs Team Liquid,FNATIC,pick,Icebox,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,FNATIC vs Team Liquid,Team Liquid,pick,Ascent,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,FNATIC vs Team Liquid,FNATIC,pick,Bind,2021
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,FNATIC vs Team Liquid,Team Liquid,pick,Split,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,RARE Esports vs Orgless5,Orgless5,pick,Bind,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,RARE Esports vs Orgless5,RARE Esports,pick,Haven,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Anatolia Esports vs Cyber Skull Esports,Cyber Skull Esports,pick,Haven,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Anatolia Esports vs Cyber Skull Esports,Anatolia Esports,pick,Bind,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,BBL Esports vs Anatolia Esports,BBL Esports,pick,Icebox,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,BBL Esports vs Anatolia Esports,Anatolia Esports,pick,Split,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,BBL Esports vs Anatolia Esports,BBL Esports,pick,Ascent,2021
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,BBL Esports vs Anatolia Esports,Anatolia Esports,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Morph Impact vs Bigetron Arctic,Bigetron Arctic,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Morph Impact vs Bigetron Arctic,Morph Impact,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Morph Impact vs Bigetron Arctic,Bigetron Arctic,pick,Split,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,NXL LIGAGAME vs XcN Gaming,XcN Gaming,pick,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,NXL LIGAGAME vs XcN Gaming,NXL LIGAGAME,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,NXL LIGAGAME vs XcN Gaming,XcN Gaming,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Alter Ego vs Reckless Lads,Reckless Lads,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Alter Ego vs Reckless Lads,Alter Ego,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Alter Ego vs Reckless Lads,Reckless Lads,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,BOOM Esports vs VVV,VVV,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,BOOM Esports vs VVV,BOOM Esports,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,BOOM Esports vs VVV,VVV,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Alter Ego vs NXL LIGAGAME,NXL LIGAGAME,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Alter Ego vs NXL LIGAGAME,Alter Ego,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Alter Ego vs NXL LIGAGAME,NXL LIGAGAME,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,BOOM Esports vs Bigetron Arctic,Bigetron Arctic,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,BOOM Esports vs Bigetron Arctic,BOOM Esports,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,BOOM Esports vs Bigetron Arctic,Bigetron Arctic,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,BOOM Esports vs Alter Ego,Alter Ego,ban,Split,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,BOOM Esports vs Alter Ego,BOOM Esports,ban,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,BOOM Esports vs Alter Ego,Alter Ego,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,BOOM Esports vs Alter Ego,BOOM Esports,pick,Haven,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,BOOM Esports vs Alter Ego,Alter Ego,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bigetron Arctic vs NXL LIGAGAME,Bigetron Arctic,pick,Split,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bigetron Arctic vs NXL LIGAGAME,NXL LIGAGAME,pick,Bind,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bigetron Arctic vs NXL LIGAGAME,Bigetron Arctic,pick,Ascent,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bigetron Arctic vs NXL LIGAGAME,NXL LIGAGAME,pick,Icebox,2021
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bigetron Arctic vs NXL LIGAGAME,Bigetron Arctic,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,Hashira vs Galaxy Racer,Galaxy Racer,pick,Bind,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,Hashira vs Galaxy Racer,Hashira,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,ex-SV Empire vs Fulcrum Esports Catalyst,Fulcrum Esports Catalyst,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,ex-SV Empire vs Fulcrum Esports Catalyst,ex-SV Empire,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,6045Pirates vs Alpha Esports Pro,Alpha Esports Pro,pick,Bind,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,6045Pirates vs Alpha Esports Pro,6045Pirates,pick,Split,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,Bren Esports vs Walküre,Walküre,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Quarterfinals,Bren Esports vs Walküre,Bren Esports,pick,Bind,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Semifinals,Hashira vs ex-SV Empire,ex-SV Empire,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Semifinals,Hashira vs ex-SV Empire,Hashira,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Semifinals,Alpha Esports Pro vs Bren Esports,Alpha Esports Pro,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Semifinals,Alpha Esports Pro vs Bren Esports,Bren Esports,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Grand Final,ex-SV Empire vs Bren Esports,ex-SV Empire,pick,Ascent,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Grand Final,ex-SV Empire vs Bren Esports,Bren Esports,pick,Icebox,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Grand Final,ex-SV Empire vs Bren Esports,ex-SV Empire,pick,Haven,2021
Champions Tour Philippines Stage 2: Challengers 2,Main Event,Grand Final,ex-SV Empire vs Bren Esports,Bren Esports,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Kingsmen vs Todak,Todak,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Kingsmen vs Todak,Kingsmen,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Kingsmen vs Todak,Kingsmen,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Kingsmen vs Todak,Todak,pick,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team SMG vs Orgless,Team SMG,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team SMG vs Orgless,Orgless,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team SMG vs Orgless,Orgless,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team SMG vs Orgless,Team SMG,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Paper Rex vs Timing Monster Gaming,Paper Rex,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Paper Rex vs Timing Monster Gaming,Timing Monster Gaming,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Paper Rex vs Timing Monster Gaming,Timing Monster Gaming,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Paper Rex vs Timing Monster Gaming,Paper Rex,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team 600 vs Louvre,Team 600,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team 600 vs Louvre,Louvre,ban,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team 600 vs Louvre,Louvre,pick,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Quarterfinals,Team 600 vs Louvre,Team 600,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Kingsmen vs Orgless,Kingsmen,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Kingsmen vs Orgless,Kingsmen,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Kingsmen vs Orgless,Orgless,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Kingsmen vs Orgless,Orgless,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Timing Monster Gaming vs Team 600,Timing Monster Gaming,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Timing Monster Gaming vs Team 600,Timing Monster Gaming,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Timing Monster Gaming vs Team 600,Team 600,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 1,Timing Monster Gaming vs Team 600,Team 600,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Todak vs Team SMG,Team SMG,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Todak vs Team SMG,Todak,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Todak vs Team SMG,Todak,pick,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Todak vs Team SMG,Team SMG,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Paper Rex vs Louvre,Paper Rex,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Paper Rex vs Louvre,Louvre,ban,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Paper Rex vs Louvre,Louvre,pick,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Semifinals,Paper Rex vs Louvre,Paper Rex,pick,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Todak vs Team 600,Todak,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Todak vs Team 600,Todak,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Todak vs Team 600,Team 600,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Todak vs Team 600,Team 600,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Louvre vs Orgless,Orgless,ban,Icebox,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Louvre vs Orgless,Orgless,ban,Split,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Louvre vs Orgless,Louvre,ban,Ascent,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Lower Bracket Round 2,Louvre vs Orgless,Louvre,ban,Bind,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Finals,Team SMG vs Paper Rex,Team SMG,ban,Haven,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,Upper Finals,Team SMG vs Paper Rex,Paper Rex,ban,Ascent,2021
